filename,true_class,predicted_class,confidence,dataset_type,source,correct,all_probs
E (108)_2.jpg,O. exaltata,O. sphegodes,61.302804946899414,cropped,internet,False,"[33.49501192569733, 0.8973418734967709, 0.46506645157933235, 0.003242415186832659, 61.302804946899414, 3.836532309651375]"
E (109)_1.jpg,O. exaltata,O. exaltata,96.35434150695801,cropped,internet,True,"[96.35434150695801, 0.04615232755895704, 0.21539886947721243, 0.4300885833799839, 2.385219745337963, 0.5687948316335678]"
E (11)_1.jpg,O. exaltata,O. exaltata,98.8398015499115,cropped,internet,True,"[98.8398015499115, 0.03784909495152533, 0.3708458272740245, 0.019680592231452465, 0.0325904373312369, 0.6992397364228964]"
E (110)_1.jpg,O. exaltata,O. exaltata,92.99485087394714,cropped,internet,True,"[92.99485087394714, 0.3743771696463227, 2.3605739697813988, 0.22520727943629026, 2.212645299732685, 1.8323319032788277]"
E (110)_2.jpg,O. exaltata,O. exaltata,99.63672161102295,cropped,internet,True,"[99.63672161102295, 0.001318894101132173, 0.022864912170916796, 0.10688118636608124, 0.000842071767692687, 0.23136422969400883]"
E (111)_1.jpg,O. exaltata,O. exaltata,47.8312224149704,cropped,internet,True,"[47.8312224149704, 1.5067804604768753, 32.914480566978455, 4.3523368731257506e-05, 15.363191068172455, 2.3842809721827507]"
E (111)_2.jpg,O. exaltata,O. exaltata,99.88164901733398,cropped,internet,True,"[99.88164901733398, 0.003863371239276603, 0.07608597516082227, 7.020292258630434e-06, 0.03424492897465825, 0.0041598679672461]"
E (111)_3.jpg,O. exaltata,O. exaltata,87.55636215209961,cropped,internet,True,"[87.55636215209961, 0.042769769788719714, 0.05302228964865208, 0.0007165976512624184, 12.15396523475647, 0.1931594917550683]"
E (112)_1.jpg,O. exaltata,O. exaltata,99.82630610466003,cropped,internet,True,"[99.82630610466003, 0.0003904099230567226, 0.022962599177844822, 0.08287129458039999, 2.457887759987898e-06, 0.06745965220034122]"
E (112)_2.jpg,O. exaltata,O. exaltata,97.93447852134705,cropped,internet,True,"[97.93447852134705, 0.005878352021682076, 0.031665139249525964, 0.038358804886229336, 0.0018019425624515861, 1.9878137856721878]"
E (113)_1.jpg,O. exaltata,O. incubacea,79.75704073905945,cropped,internet,False,"[0.9494946338236332, 0.08913255878724158, 79.75704073905945, 1.216256245970726, 0.12566876830533147, 17.862407863140106]"
E (114)_1.jpg,O. exaltata,O. sphegodes_Palena,71.05625867843628,cropped,internet,False,"[5.344053730368614, 0.0295487348921597, 1.2630066834390163, 0.39671268314123154, 21.910420060157776, 71.05625867843628]"
E (114)_2.jpg,O. exaltata,O. sphegodes,48.477551341056824,cropped,internet,False,"[0.6996836513280869, 0.1695933286100626, 17.244046926498413, 0.1870505977421999, 48.477551341056824, 33.222076296806335]"
E (115)_1.jpg,O. exaltata,O. sphegodes_Palena,90.81586599349976,cropped,internet,False,"[0.5124978721141815, 0.7587272208184004, 4.914446920156479, 2.3941542953252792, 0.6043055560439825, 90.81586599349976]"
E (116)_1.jpg,O. exaltata,O. sphegodes_Palena,99.75091218948364,cropped,internet,False,"[0.04832840641029179, 0.06586002418771386, 0.030037682154215872, 0.10078400373458862, 0.004071668809046969, 99.75091218948364]"
E (117)_1.jpg,O. exaltata,O. exaltata,59.97608304023743,cropped,internet,True,"[59.97608304023743, 0.5257694516330957, 0.8183303289115429, 0.001291960052185459, 1.5362084843218327, 37.14231550693512]"
E (118)_1.jpg,O. exaltata,O. sphegodes_Palena,97.5822925567627,cropped,internet,False,"[1.284835021942854, 0.01349344092886895, 0.19247516756877303, 0.9109732694923878, 0.015933174290694296, 97.5822925567627]"
E (119)_1.jpg,O. exaltata,O. exaltata,97.15234041213989,cropped,internet,True,"[97.15234041213989, 0.0016845777281560004, 0.0027085547117167152, 0.004802509647561237, 0.002193443833675701, 2.836279757320881]"
E (119)_2.jpg,O. exaltata,O. sphegodes_Palena,81.28684163093567,cropped,internet,False,"[18.579789996147156, 0.0007053938588796882, 8.192303653231647e-05, 0.012220136704854667, 0.1203538035042584, 81.28684163093567]"
E (12)_1.jpg,O. exaltata,O. majellensis,52.536582946777344,cropped,internet,False,"[7.7049024403095245, 0.7907154969871044, 21.308456361293793, 52.536582946777344, 0.37494655698537827, 17.284400761127472]"
E (12)_2.jpg,O. exaltata,O. sphegodes_Palena,92.32698082923889,cropped,internet,False,"[1.5181261114776134, 1.8181286752223969, 0.05916225491091609, 0.22862295154482126, 4.048976302146912, 92.32698082923889]"
E (120)_1.jpg,O. exaltata,O. exaltata,99.63337182998657,cropped,internet,True,"[99.63337182998657, 0.0023592347133671865, 0.35521339159458876, 0.0001389373551319295, 0.0002219120460722479, 0.008676529250806198]"
E (121)_1.jpg,O. exaltata,O. exaltata,96.63010239601135,cropped,internet,True,"[96.63010239601135, 0.00019177568901795894, 0.0009401052921020892, 0.0016991283700917847, 0.019370643713045865, 3.347671404480934]"
E (121)_2.jpg,O. exaltata,O. exaltata,60.75999736785889,cropped,internet,True,"[60.75999736785889, 0.1695819664746523, 0.40499246679246426, 0.005466962466016412, 1.1558091267943382, 37.50414252281189]"
E (121)_3.jpg,O. exaltata,O. sphegodes_Palena,88.45738768577576,cropped,internet,False,"[4.2496852576732635, 0.057340937200933695, 0.05680779577232897, 0.012591670383699238, 7.166185975074768, 88.45738768577576]"
E (122)_1.jpg,O. exaltata,O. sphegodes_Palena,99.37957525253296,cropped,internet,False,"[0.420116912573576, 0.0038484886317746714, 0.0005941028121014824, 0.004909699418931268, 0.1909527461975813, 99.37957525253296]"
E (123)_1.jpg,O. exaltata,O. exaltata,80.28869032859802,cropped,internet,True,"[80.28869032859802, 0.050334882689639926, 0.20331351552158594, 0.0012190570487291552, 2.111411653459072, 17.345044016838074]"
E (124)_1.jpg,O. exaltata,O. sphegodes_Palena,91.92155003547668,cropped,internet,False,"[0.30131018720567226, 0.03521055623423308, 3.0951956287026405, 4.646513983607292, 0.00022069216356612742, 91.92155003547668]"
E (124)_2.jpg,O. exaltata,O. sphegodes_Palena,99.68427419662476,cropped,internet,False,"[0.24650429841130972, 0.0076996169809717685, 0.015533389523625374, 0.04495768516790122, 0.0010296541404386517, 99.68427419662476]"
E (125)_1.jpg,O. exaltata,O. exaltata,96.6788113117218,cropped,internet,True,"[96.6788113117218, 0.006970216782065108, 0.021518194989766926, 0.435617845505476, 0.48001548275351524, 2.377062104642391]"
E (125)_2.jpg,O. exaltata,O. exaltata,95.50573825836182,cropped,internet,True,"[95.50573825836182, 0.01734929101075977, 0.1272499794140458, 0.14312879648059607, 0.0032326475775334984, 4.20328862965107]"
E (126)_1.jpg,O. exaltata,O. exaltata,80.28869032859802,cropped,internet,True,"[80.28869032859802, 0.050334882689639926, 0.20331351552158594, 0.0012190570487291552, 2.111411653459072, 17.345044016838074]"
E (127)_1.jpg,O. exaltata,O. exaltata,99.63453412055969,cropped,internet,True,"[99.63453412055969, 0.0008349148629349656, 0.01037168040056713, 0.00037859342683077557, 0.35283726174384356, 0.0010464212209626567]"
E (128)_1.jpg,O. exaltata,O. exaltata,97.38091230392456,cropped,internet,True,"[97.38091230392456, 0.09228275157511234, 0.11306292144581676, 0.11293177958577871, 0.7025765720754862, 1.5982463955879211]"
E (129)_1.jpg,O. exaltata,O. sphegodes_Palena,98.46136569976807,cropped,internet,False,"[1.3585180044174194, 0.012101243191864341, 0.003938568261219189, 0.15126137295737863, 0.012819132825825363, 98.46136569976807]"
E (13)_1.jpg,O. exaltata,O. incubacea,99.95114803314209,cropped,internet,False,"[0.009028911154018715, 0.009709517325973138, 99.95114803314209, 0.0012504470760177355, 0.00047404396354977507, 0.028375975671224296]"
E (130)_1.jpg,O. exaltata,O. sphegodes_Palena,99.38563704490662,cropped,internet,False,"[0.5020517390221357, 0.016828274237923324, 0.022369359794538468, 0.06599351181648672, 0.007118136272765696, 99.38563704490662]"
E (130)_2.jpg,O. exaltata,O. sphegodes_Palena,99.56066012382507,cropped,internet,False,"[0.2712964778766036, 0.001069386962626595, 0.0023032833269098774, 0.16423669876530766, 0.0004311428256187355, 99.56066012382507]"
E (130)_3.jpg,O. exaltata,O. sphegodes_Palena,99.92986917495728,cropped,internet,False,"[0.031670869793742895, 8.228389560827054e-05, 4.131311754917988e-05, 0.03808392211794853, 0.00025644133074820274, 99.92986917495728]"
E (131)_1.jpg,O. exaltata,O. exaltata,60.035473108291626,cropped,internet,True,"[60.035473108291626, 0.05091876955702901, 0.009471838711760938, 0.003048909093195107, 0.014899361121933907, 39.88618552684784]"
E (132)_1.jpg,O. exaltata,O. sphegodes_Palena,96.0548460483551,cropped,internet,False,"[3.8234077394008636, 0.044168709428049624, 0.0027206322556594387, 0.0002466740397721878, 0.07461367640644312, 96.0548460483551]"
E (132)_2.jpg,O. exaltata,O. sphegodes_Palena,97.79274463653564,cropped,internet,False,"[0.9348568506538868, 0.32936346251517534, 0.18135318532586098, 0.0020092429622309282, 0.7596698123961687, 97.79274463653564]"
E (133)_1.jpg,O. exaltata,O. exaltata,99.96925592422485,cropped,internet,True,"[99.96925592422485, 0.0019242168491473421, 0.008750094275455922, 0.001173375130747445, 0.006452905654441565, 0.012467514898162335]"
E (133)_2.jpg,O. exaltata,O. exaltata,99.59470629692078,cropped,internet,True,"[99.59470629692078, 0.012854949454776943, 0.01165453068097122, 0.007494265446439385, 0.3378855064511299, 0.035408983239904046]"
E (134)_1.jpg,O. exaltata,O. majellensis,64.68738913536072,cropped,internet,False,"[20.52372843027115, 0.2294240752235055, 14.139127731323242, 64.68738913536072, 0.3357758978381753, 0.08456117357127368]"
E (135)_1.jpg,O. exaltata,O. exaltata,99.86814856529236,cropped,internet,True,"[99.86814856529236, 0.0011230955351493321, 0.061674934113398194, 0.023189520288724452, 0.013923303049523383, 0.031936747836880386]"
E (135)_2.jpg,O. exaltata,O. exaltata,98.90600442886353,cropped,internet,True,"[98.90600442886353, 0.043309759348630905, 0.6527219898998737, 0.206502596847713, 0.1433441531844437, 0.048120145220309496]"
E (136)_1.jpg,O. exaltata,O. exaltata,92.1052873134613,cropped,internet,True,"[92.1052873134613, 0.013219265383668244, 0.001290998170588864, 0.1929882331751287, 0.036427960731089115, 7.650775462388992]"
E (137)_1.jpg,O. exaltata,O. exaltata,87.39436268806458,cropped,internet,True,"[87.39436268806458, 0.023682437313254923, 0.8436654694378376, 11.433985829353333, 0.30276637990027666, 0.001538130163680762]"
E (138)_1.jpg,O. exaltata,O. sphegodes,50.61241388320923,cropped,internet,False,"[47.15876281261444, 0.36689392291009426, 1.767713762819767, 0.0016769752619438805, 50.61241388320923, 0.0925345637369901]"
E (139)_1.jpg,O. exaltata,O. exaltata,99.38974976539612,cropped,internet,True,"[99.38974976539612, 0.041157694067806005, 0.2077968791127205, 0.07392673869617283, 0.01521198864793405, 0.2721538068726659]"
E (139)_2.jpg,O. exaltata,O. exaltata,99.73067045211792,cropped,internet,True,"[99.73067045211792, 0.013358514115680009, 0.2123960293829441, 0.040392650407738984, 0.001772838004399091, 0.0014020130947756115]"
E (14)_1.jpg,O. exaltata,O. exaltata,57.84606337547302,cropped,internet,True,"[57.84606337547302, 7.35199972987175, 13.922116160392761, 10.32179668545723, 3.307083621621132, 7.250948250293732]"
E (14)_2.jpg,O. exaltata,O. incubacea,58.767831325531006,cropped,internet,False,"[14.618021249771118, 1.9869716838002205, 58.767831325531006, 0.24895304813981056, 0.10459092445671558, 24.27363395690918]"
E (140)_1.jpg,O. exaltata,O. exaltata,99.98447895050049,cropped,internet,True,"[99.98447895050049, 0.0006697954177070642, 0.014682895562145859, 7.542884077338385e-05, 2.5683937110443367e-05, 6.988925633777399e-05]"
E (140)_2.jpg,O. exaltata,O. exaltata,98.88651371002197,cropped,internet,True,"[98.88651371002197, 0.03404594899620861, 1.0703934356570244, 0.0007680212547711562, 0.0006170141659822548, 0.007668228499824181]"
E (141)_1.jpg,O. exaltata,O. exaltata,99.99346733093262,cropped,internet,True,"[99.99346733093262, 0.0004265884399501374, 0.005405473712016828, 3.618501978053246e-05, 5.0929099870700156e-05, 0.0006204795681696851]"
E (141)_2.jpg,O. exaltata,O. exaltata,99.9966025352478,cropped,internet,True,"[99.9966025352478, 0.0012024856005155016, 0.0002196224158979021, 7.234556846924534e-05, 0.00022464348603534745, 0.0016862841221154667]"
E (142)_1.jpg,O. exaltata,O. exaltata,94.66437697410583,cropped,internet,True,"[94.66437697410583, 0.19591900054365396, 0.025679438840597868, 0.022967523545958102, 1.0382791981101036, 4.05278205871582]"
E (143)_1.jpg,O. exaltata,O. exaltata,99.23638105392456,cropped,internet,True,"[99.23638105392456, 0.000238803067986737, 0.020725421200040728, 0.7246101275086403, 0.0061651880969293416, 0.011886352876899764]"
E (143)_2.jpg,O. exaltata,O. exaltata,99.99896287918091,cropped,internet,True,"[99.99896287918091, 7.610744034991512e-06, 0.0006814385415054858, 0.000267893210548209, 3.193466469042505e-06, 8.412736747231975e-05]"
E (144)_1.jpg,O. exaltata,O. exaltata,87.19528913497925,cropped,internet,True,"[87.19528913497925, 0.02631214156281203, 5.185538902878761, 0.03110124380327761, 7.473812252283096, 0.08794920868240297]"
E (145)_1.jpg,O. exaltata,O. exaltata,99.99709129333496,cropped,internet,True,"[99.99709129333496, 1.9777104398599477e-05, 0.00014229361795514706, 0.0019432629414950497, 0.0007997267857717816, 5.898755617295137e-06]"
E (145)_2.jpg,O. exaltata,O. exaltata,99.99423027038574,cropped,internet,True,"[99.99423027038574, 8.952932262218383e-05, 0.0005192697699385462, 0.0005449721811601194, 0.0045337819756241515, 6.912558774274657e-05]"
E (146)_1.jpg,O. exaltata,O. exaltata,99.99703168869019,cropped,internet,True,"[99.99703168869019, 1.3432354251108336e-05, 0.0002990970642713364, 0.0013064072845736519, 0.0012893536222691182, 5.699728262698045e-05]"
E (146)_2.jpg,O. exaltata,O. exaltata,99.69846606254578,cropped,internet,True,"[99.69846606254578, 0.001919150963658467, 0.003079126327065751, 0.014227841165848076, 0.12577652232721448, 0.1565379207022488]"
E (146)_3.jpg,O. exaltata,O. exaltata,99.95092153549194,cropped,internet,True,"[99.95092153549194, 0.00042409615161886904, 0.00044037701627530623, 0.0013541637599701062, 0.010459053737577051, 0.036392000038176775]"
E (147)_1.jpg,O. exaltata,O. exaltata,99.99809265136719,cropped,internet,True,"[99.99809265136719, 0.0017512196791358292, 3.3529900633766374e-05, 7.887240371928783e-06, 2.9807949886162532e-05, 7.489481390621222e-05]"
E (147)_2.jpg,O. exaltata,O. exaltata,99.99641180038452,cropped,internet,True,"[99.99641180038452, 0.002219622729171533, 0.00015320625834647217, 3.985268293149602e-06, 0.0004888248440693133, 0.0007287659173016436]"
E (148)_1.jpg,O. exaltata,O. exaltata,84.99312400817871,cropped,internet,True,"[84.99312400817871, 0.005639559822157025, 0.5587396677583456, 14.37079906463623, 0.0693080946803093, 0.0023820510250516236]"
E (148)_2.jpg,O. exaltata,O. exaltata,91.88154935836792,cropped,internet,True,"[91.88154935836792, 0.00934208947001025, 2.2785810753703117, 5.770936608314514, 0.020939150999765843, 0.03865881008096039]"
E (149)_1.jpg,O. exaltata,O. exaltata,99.98289346694946,cropped,internet,True,"[99.98289346694946, 6.335479838526226e-05, 0.0034280015825061128, 0.009549298556521535, 0.00258121763181407, 0.0014725635992363095]"
E (15)_1.jpg,O. exaltata,O. exaltata,68.39404106140137,cropped,internet,True,"[68.39404106140137, 0.002166355261579156, 2.0521003752946854, 16.64082556962967, 0.3183507127687335, 12.59251981973648]"
E (15)_2.jpg,O. exaltata,O. incubacea,60.55744290351868,cropped,internet,False,"[28.40072810649872, 0.00682309182593599, 60.55744290351868, 8.303739875555038, 0.07350312662310898, 2.6577627286314964]"
E (150)_1.jpg,O. exaltata,O. exaltata,99.99988079071045,cropped,internet,True,"[99.99988079071045, 1.8728242068277723e-06, 2.4730678660489502e-05, 8.211711133299104e-05, 2.8984914024476893e-06, 1.68628645269564e-05]"
E (150)_2.jpg,O. exaltata,O. exaltata,99.99805688858032,cropped,internet,True,"[99.99805688858032, 1.8667844159381275e-06, 7.690696079976078e-07, 0.0018188016838394105, 7.31871352854796e-05, 5.270124461276282e-05]"
E (151)_1.jpg,O. exaltata,O. exaltata,99.9981164932251,cropped,internet,True,"[99.9981164932251, 1.156198337071146e-05, 0.0003588299932744121, 0.00041421976675337646, 4.2514511733315885e-05, 0.001049868205882376]"
E (151)_2.jpg,O. exaltata,O. exaltata,99.99922513961792,cropped,internet,True,"[99.99922513961792, 2.3362311196706287e-06, 2.1535295502417284e-05, 0.000130843773149536, 1.2393893200624007e-05, 0.0006050598585716216]"
E (152)_1.jpg,O. exaltata,O. exaltata,99.9471127986908,cropped,internet,True,"[99.9471127986908, 1.8844123417238734e-05, 0.004925143002765253, 0.018812136841006577, 0.02860430395230651, 0.0005214372322370764]"
E (153)_1.jpg,O. exaltata,O. exaltata,99.99725818634033,cropped,internet,True,"[99.99725818634033, 3.2540430794369968e-06, 5.736121266863847e-06, 5.606739961194762e-06, 0.0025107186957029626, 0.00022292949779512128]"
E (154)_1.jpg,O. exaltata,O. exaltata,99.99967813491821,cropped,internet,True,"[99.99967813491821, 4.5163819351046186e-07, 4.8429892984813705e-06, 0.00032113555334944976, 1.358754531111117e-06, 4.26816342269376e-06]"
E (154)_2.jpg,O. exaltata,O. exaltata,99.9963641166687,cropped,internet,True,"[99.9963641166687, 3.179530665420316e-05, 6.591760666196933e-05, 0.0005152712219569366, 0.0022704649381921627, 0.0007476545761164743]"
E (155)_1.jpg,O. exaltata,O. majellensis,97.7029800415039,cropped,internet,False,"[2.1350525319576263, 0.012017772678518668, 0.03286248829681426, 97.7029800415039, 0.09934705449268222, 0.017741226474754512]"
E (156)_1.jpg,O. exaltata,O. exaltata,93.980473279953,cropped,internet,True,"[93.980473279953, 0.48965788446366787, 3.763233497738838, 0.7214011158794165, 0.9649676270782948, 0.08025533752515912]"
E (156)_2.jpg,O. exaltata,O. exaltata,90.24162888526917,cropped,internet,True,"[90.24162888526917, 0.300942431204021, 2.3214738816022873, 0.9271916002035141, 6.185346096754074, 0.023416205658577383]"
E (156)_3.jpg,O. exaltata,O. exaltata,63.24928402900696,cropped,internet,True,"[63.24928402900696, 2.4487536400556564, 10.891884565353394, 0.43490766547620296, 22.523866593837738, 0.4512977320700884]"
E (156)_4.jpg,O. exaltata,O. sphegodes,63.0698561668396,cropped,internet,False,"[31.72128200531006, 0.49712019972503185, 3.235269710421562, 1.4610709622502327, 63.0698561668396, 0.015408256149385124]"
E (157)_1.jpg,O. exaltata,O. majellensis,94.73819732666016,cropped,internet,False,"[3.5795647650957108, 0.005332012369763106, 0.1438633189536631, 94.73819732666016, 1.5329806134104729, 5.315480962053698e-05]"
E (157)_2.jpg,O. exaltata,O. majellensis,89.8705244064331,cropped,internet,False,"[3.1573623418807983, 8.502336186211323e-05, 0.00033424619232391706, 89.8705244064331, 6.970358639955521, 0.0013334283721633255]"
E (158)_1.jpg,O. exaltata,O. exaltata,79.14765477180481,cropped,internet,True,"[79.14765477180481, 0.29987331945449114, 18.553394079208374, 1.7404261976480484, 0.13135612243786454, 0.1272998983040452]"
E (158)_2.jpg,O. exaltata,O. exaltata,99.26609992980957,cropped,internet,True,"[99.26609992980957, 0.01681802241364494, 0.49715451896190643, 0.19343234598636627, 0.01905297249322757, 0.007439254113705829]"
E (159)(1)_1.jpg,O. exaltata,O. exaltata,99.9998688697815,cropped,internet,True,"[99.9998688697815, 5.602545982696938e-06, 3.324599040510634e-07, 5.8888099374598823e-05, 4.048204118589638e-05, 3.0638017278761254e-05]"
E (159)(1)_2.jpg,O. exaltata,O. exaltata,99.99923706054688,cropped,internet,True,"[99.99923706054688, 6.852487643982386e-06, 2.274639285815283e-05, 0.0005889613021281548, 1.310562680600924e-05, 0.0001297941025768523]"
E (159)(1)_3.jpg,O. exaltata,O. exaltata,99.4638741016388,cropped,internet,True,"[99.4638741016388, 0.018554599955677986, 0.003969997851527296, 0.0009739406777953263, 0.42452914640307426, 0.08810320869088173]"
E (159)_1.jpg,O. exaltata,O. exaltata,99.9998688697815,cropped,internet,True,"[99.9998688697815, 5.602545982696938e-06, 3.324599040510634e-07, 5.8888099374598823e-05, 4.048204118589638e-05, 3.0638017278761254e-05]"
E (159)_2.jpg,O. exaltata,O. exaltata,99.99923706054688,cropped,internet,True,"[99.99923706054688, 6.852487643982386e-06, 2.274639285815283e-05, 0.0005889613021281548, 1.310562680600924e-05, 0.0001297941025768523]"
E (159)_3.jpg,O. exaltata,O. exaltata,99.4638741016388,cropped,internet,True,"[99.4638741016388, 0.018554599955677986, 0.003969997851527296, 0.0009739406777953263, 0.42452914640307426, 0.08810320869088173]"
E (16)(1)_1.jpg,O. exaltata,O. exaltata,95.65503597259521,cropped,internet,True,"[95.65503597259521, 0.0005024872280046111, 2.2275726507814397e-05, 2.280725119874205e-06, 1.1758523061871529, 3.168587014079094]"
E (16)(1)_2.jpg,O. exaltata,O. exaltata,95.13216614723206,cropped,internet,True,"[95.13216614723206, 0.009915053669828922, 0.000646015132588218, 5.626919232781802e-05, 0.4371935036033392, 4.420029371976852]"
E (16)_1.jpg,O. exaltata,O. exaltata,95.65503597259521,cropped,internet,True,"[95.65503597259521, 0.0005024872280046111, 2.2275726507814397e-05, 2.280725119874205e-06, 1.1758523061871529, 3.168587014079094]"
E (16)_2.jpg,O. exaltata,O. exaltata,95.13216614723206,cropped,internet,True,"[95.13216614723206, 0.009915053669828922, 0.000646015132588218, 5.626919232781802e-05, 0.4371935036033392, 4.420029371976852]"
E (160)(1)_1.jpg,O. exaltata,O. exaltata,94.61878538131714,cropped,internet,True,"[94.61878538131714, 4.519783374234976e-05, 5.8918033118970925e-06, 5.379895865917206, 0.0012628715921891853, 2.272926913349238e-06]"
E (160)(1)_2.jpg,O. exaltata,O. exaltata,99.8256504535675,cropped,internet,True,"[99.8256504535675, 9.550616368869669e-05, 0.00012408711427269736, 0.17308443784713745, 0.0009811406016524415, 6.92672472268896e-05]"
E (160)_1.jpg,O. exaltata,O. exaltata,94.61878538131714,cropped,internet,True,"[94.61878538131714, 4.519783374234976e-05, 5.8918033118970925e-06, 5.379895865917206, 0.0012628715921891853, 2.272926913349238e-06]"
E (160)_2.jpg,O. exaltata,O. exaltata,99.8256504535675,cropped,internet,True,"[99.8256504535675, 9.550616368869669e-05, 0.00012408711427269736, 0.17308443784713745, 0.0009811406016524415, 6.92672472268896e-05]"
E (161)(1)_1.jpg,O. exaltata,O. exaltata,97.05392122268677,cropped,internet,True,"[97.05392122268677, 0.04049829440191388, 1.430371031165123, 0.36814576014876366, 1.1046948842704296, 0.0023870112272561528]"
E (161)(1)_2.jpg,O. exaltata,O. exaltata,81.51096701622009,cropped,internet,True,"[81.51096701622009, 0.24362483527511358, 2.6381514966487885, 10.687750577926636, 4.893655329942703, 0.025855455896817148]"
E (161)_1.jpg,O. exaltata,O. exaltata,97.05392122268677,cropped,internet,True,"[97.05392122268677, 0.04049829440191388, 1.430371031165123, 0.36814576014876366, 1.1046948842704296, 0.0023870112272561528]"
E (161)_2.jpg,O. exaltata,O. exaltata,81.51096701622009,cropped,internet,True,"[81.51096701622009, 0.24362483527511358, 2.6381514966487885, 10.687750577926636, 4.893655329942703, 0.025855455896817148]"
E (162)(1)_1.jpg,O. exaltata,O. exaltata,91.07032418251038,cropped,internet,True,"[91.07032418251038, 0.02870037278626114, 3.7665151059627533, 5.056542903184891, 0.06786045269109309, 0.010042758367490023]"
E (162)_1.jpg,O. exaltata,O. exaltata,91.07032418251038,cropped,internet,True,"[91.07032418251038, 0.02870037278626114, 3.7665151059627533, 5.056542903184891, 0.06786045269109309, 0.010042758367490023]"
E (163)(1)_1.jpg,O. exaltata,O. exaltata,99.9194085597992,cropped,internet,True,"[99.9194085597992, 0.008955947851063684, 0.04229548794683069, 0.0015438075934071094, 0.026347709354013205, 0.0014367570656759199]"
E (163)(1)_2.jpg,O. exaltata,O. exaltata,88.98979425430298,cropped,internet,True,"[88.98979425430298, 1.1058087460696697, 0.03915856941603124, 0.043377664405852556, 9.365368634462357, 0.456488411873579]"
E (163)_1.jpg,O. exaltata,O. exaltata,99.9194085597992,cropped,internet,True,"[99.9194085597992, 0.008955947851063684, 0.04229548794683069, 0.0015438075934071094, 0.026347709354013205, 0.0014367570656759199]"
